Exp,Treatment,Prey,Rep,TargetMR,TargetHP,ExpDay,File,DATE,TIME,PAR,Fo(or_F),Fm,FmDec,Fv,FvDEC,Fv/Fm,FvD/FmD,Sigma,p,Alp1,Tau1,Alp2,Tau2,Alp3,Tau3,Alp4,Tau4,TauAv1,TauAv2,TauAv3,Fm(PAM),Fv/Fm(PAM),GAIN,MTF:Alp1,Tau1,Alp2,Tau2,Alp3,Tau3,Alp4,Tau4,TauAv1,TauAv2,TauAv3,Fo-prime,qp-coeff,PAR,ETR,1/Tau,NPQ
2,5,30,B,0,30000,8,mh113023.339,11/30/23,76507,148,19873,21484,21907,1611,2034,0.075,0.093,91.5,0.49,0.23,975,0.72,14049,0.05,60000,--------,-------,10905,13555,0,19970,0,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,17191.4,0.38,148,39.8,91.7,0.41
2,5,30,B,0,30000,8,mh113023.340,11/30/23,76530,173,19938,21285,21634,1347,1697,0.063,0.078,100.3,0.54,0.22,1100,0.69,15478,0.09,60430,--------,-------,11985,16129,0,20040,0.01,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,17191.4,0.33,173,39.2,83.4,0.42
2,5,30,B,0,30000,8,mh113023.341,11/30/23,76553,198,19931,21228,21575,1296,1644,0.061,0.076,102.1,0.52,0.22,1053,0.72,14203,0.06,60000,--------,-------,11115,13946,0,20014,0,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,17170.1,0.32,198,43.3,90,0.42
2,5,30,B,0,30000,8,mh113023.342,11/30/23,76576,223,19691,20817,21084,1125,1393,0.054,0.066,106.4,0.57,0.19,1096,0.68,13882,0.13,74389,--------,-------,11032,19263,0,19789,0,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,16895.5,0.29,223,43.2,90.6,0.45
2,5,30,B,0,30000,8,mh113023.343,11/30/23,76599,248,19777,20902,21174,1124,1396,0.054,0.066,97.4,0.54,0.22,1114,0.65,14304,0.13,60000,--------,-------,10999,17256,0,19864,0,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,16852.8,0.28,248,47.8,90.9,0.44
2,5,30,B,0,30000,8,mh113023.344,11/30/23,76622,273,19855,20805,20978,950,1124,0.046,0.054,105.6,0.61,0.16,1070,0.65,14073,0.19,67007,--------,-------,11537,22111,0,19937,0,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,16846.9,0.24,273,44.7,86.7,0.45
2,5,30,B,0,30000,8,mh113023.345,11/30/23,76645,298,19679,20640,20854,961,1175,0.047,0.056,98.7,0.54,0.18,1055,0.63,13196,0.19,134684,--------,-------,10468,33858,0,19807,0.01,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,16700.1,0.24,298,49.7,95.5,0.46
2,6,40,A,0,40000,8,mh113023.346,11/30/23,76693,0,13797,31725,33478,17928,19681,0.565,0.588,166.7,0.31,0.59,542,0.31,2923,0.09,63038,--------,-------,1364,7034,0,15142,0.09,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,14889.9,1,0,0,733,0
2,6,40,A,0,40000,8,mh113023.347,11/30/23,76716,12,20672,33218,36804,12547,16132,0.378,0.438,116.3,0.13,0.63,1033,0.32,18718,0.04,60000,--------,-------,7017,9227,0,21527,0.04,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,21014.3,1.03,12,16.4,142.5,-0.04
2,6,40,A,0,40000,8,mh113023.348,11/30/23,76739,24,24343,33596,36608,9253,12264,0.275,0.335,101.3,0.12,0.45,1361,0.51,15754,0.04,60000,--------,-------,8971,10900,0,24907,0.02,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,22086.9,0.8,24,24,111.5,-0.06
2,6,40,A,0,40000,8,mh113023.349,11/30/23,76762,36,21363,26618,28376,5256,7014,0.197,0.247,93.6,0.25,0.36,1196,0.6,16217,0.04,60000,--------,-------,10585,12696,0,21667,0.01,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,19022.9,0.69,36,25.8,94.5,0.19
2,6,40,A,0,40000,8,mh113023.350,11/30/23,76785,48,21009,25293,26661,4284,5652,0.169,0.212,93.5,0.29,0.34,1223,0.62,16207,0.04,60000,--------,-------,10866,12925,0,21243,0.01,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,18499.7,0.63,48,29.5,92,0.25
2,6,40,A,0,40000,8,mh113023.351,11/30/23,76808,73,20850,23462,24279,2612,3429,0.111,0.141,93.9,0.43,0.25,1151,0.7,16486,0.05,60000,--------,-------,12503,15079,0,21008,0.01,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,18125.5,0.49,73,29.5,80,0.35
2,6,40,A,0,40000,8,mh113023.352,11/30/23,76831,98,20880,22885,23480,2006,2600,0.088,0.111,95,0.48,0.22,1104,0.73,15439,0.05,60000,--------,-------,12104,14392,0,20979,0,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,18235.6,0.43,98,31.1,82.6,0.39
2,6,40,A,0,40000,8,mh113023.353,11/30/23,76854,123,21174,22815,23297,1641,2123,0.072,0.091,97.9,0.55,0.2,1061,0.74,16431,0.06,60000,--------,-------,13127,15912,0,21287,0.01,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,18600.3,0.39,123,32.1,76.2,0.39
2,6,40,A,0,40000,8,mh113023.354,11/30/23,76877,148,21526,23068,23495,1542,1969,0.067,0.084,93.3,0.47,0.26,1263,0.7,15033,0.04,60000,--------,-------,11353,13506,0,21606,0,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,18954.3,0.37,148,35.9,88.1,0.38
2,6,40,A,0,40000,8,mh113023.355,11/30/23,76900,173,21594,22835,23150,1242,1556,0.054,0.067,105.7,0.58,0.2,1222,0.73,16956,0.07,60000,--------,-------,13638,16925,0,21683,0,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,18871.4,0.31,173,34.1,73.3,0.39
2,6,40,A,0,40000,8,mh113023.356,11/30/23,76923,198,21351,22570,22901,1219,1550,0.054,0.068,98.2,0.54,0.22,1141,0.65,15507,0.13,60000,--------,-------,11874,18245,0,21458,0,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,18616.9,0.31,198,38.7,84.2,0.41
2,6,40,A,0,40000,8,mh113023.357,11/30/23,76946,223,21315,22414,22706,1099,1391,0.049,0.061,103.9,0.56,0.2,1115,0.75,14806,0.05,60000,--------,-------,11863,14156,0,21373,0,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,18597.9,0.29,223,39.6,84.3,0.42
2,6,40,A,0,40000,8,mh113023.358,11/30/23,76969,248,21280,22266,22521,986,1241,0.044,0.055,107.4,0.62,0.18,1098,0.68,15930,0.14,60355,--------,-------,12831,19504,0,21365,0,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,18467.7,0.26,248,39.8,77.9,0.42
2,6,40,A,0,40000,8,mh113023.359,11/30/23,76992,273,21173,22085,22296,911,1123,0.041,0.05,102.6,0.61,0.16,976,0.68,14802,0.16,93057,--------,-------,12158,24982,0,21265,0,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,18272.3,0.24,273,40.8,82.2,0.44
2,6,40,A,0,40000,8,mh113023.360,11/30/23,77015,298,21012,21883,22056,871,1044,0.04,0.047,102.2,0.66,0.14,1132,0.69,16727,0.17,149293,--------,-------,14015,37022,0,21109,0,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,18116.1,0.23,298,43,71.4,0.45
2,6,40,B,0,40000,8,mh113023.361,11/30/23,77063,0,14020,32480,34196,18460,20177,0.568,0.59,165.8,0.3,0.64,592,0.27,3482,0.09,71407,--------,-------,1451,7641,0,15458,0.09,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,15270,1,0,0,689.3,0
2,6,40,B,0,40000,8,mh113023.362,11/30/23,77086,12,20565,33434,36899,12869,16334,0.385,0.443,122,0.14,0.66,1000,0.29,18028,0.05,60000,--------,-------,6237,8780,0,21470,0.04,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,20957.4,1.03,12,16.5,160.3,-0.03
2,6,40,B,0,40000,8,mh113023.363,11/30/23,77109,24,24334,33727,36642,9393,12309,0.279,0.336,102.2,0.11,0.46,1345,0.5,16010,0.04,60000,--------,-------,8913,10912,0,24945,0.02,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,22101.1,0.81,24,24,112.2,-0.04
2,6,40,B,0,40000,8,mh113023.364,11/30/23,77132,36,21665,26884,28633,5219,6968,0.194,0.243,93.3,0.26,0.35,1170,0.61,15927,0.04,60000,--------,-------,10525,12647,0,21961,0.01,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,19315.4,0.69,36,25,95,0.21
2,6,40,B,0,40000,8,mh113023.365,11/30/23,77155,48,21211,25246,26606,4035,5395,0.16,0.203,97.2,0.33,0.3,1060,0.66,15615,0.05,60000,--------,-------,11061,13312,0,21425,0.01,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,18712.8,0.62,48,27.5,90.4,0.29
2,6,40,B,0,40000,8,mh113023.366,11/30/23,77178,73,21065,23518,24352,2453,3287,0.104,0.135,95.3,0.49,0.2,1078,0.75,17013,0.05,60000,--------,-------,13729,16190,0,21218,0.01,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,18393.1,0.48,73,27.3,72.8,0.38
2,6,40,B,0,40000,8,mh113023.367,11/30/23,77201,98,21178,22985,23569,1808,2391,0.079,0.101,99.6,0.56,0.16,1044,0.78,18079,0.05,60000,--------,-------,15151,17504,0,21312,0.01,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,18470.1,0.4,98,27.6,66,0.41
2,6,40,B,0,40000,8,mh113023.368,11/30/23,77224,123,21312,22855,23357,1543,2045,0.067,0.088,94.2,0.54,0.17,1093,0.77,16569,0.06,60000,--------,-------,13752,16750,0,21431,0.01,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,18658.3,0.37,123,29.7,72.7,0.42
2,6,40,B,0,40000,8,mh113023.369,11/30/23,77247,148,21605,22925,23267,1320,1662,0.058,0.071,98.3,0.56,0.17,1158,0.76,16937,0.07,60000,--------,-------,14008,17351,0,21705,0,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,18888,0.33,148,30.5,71.4,0.42
2,6,40,B,0,40000,8,mh113023.370,11/30/23,77270,173,21939,23123,23437,1185,1498,0.051,0.064,96,0.61,0.17,1297,0.67,17317,0.16,84074,--------,-------,14162,25325,0,22068,0.01,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,19136.6,0.3,173,31.8,70.6,0.4
2,6,40,B,0,40000,8,mh113023.371,11/30/23,77293,198,21877,22912,23176,1035,1300,0.045,0.056,102,0.63,0.14,1249,0.77,17815,0.09,60000,--------,-------,15222,19105,0,21953,0,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,19011.1,0.27,198,32.1,65.7,0.42
2,6,40,B,0,40000,8,mh113023.372,11/30/23,77316,223,21822,22821,23071,998,1248,0.044,0.054,101.3,0.63,0.12,1181,0.72,15591,0.16,62700,--------,-------,13456,21170,0,21908,0,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,18903.4,0.25,223,34.9,74.3,0.42
2,6,40,B,0,40000,8,mh113023.373,11/30/23,77338,248,21555,22564,22814,1008,1258,0.045,0.055,91.4,0.54,0.18,1171,0.7,14660,0.12,60000,--------,-------,11887,17885,0,21630,0,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,18629.9,0.26,248,39.7,84.1,0.44
2,6,40,B,0,40000,8,mh113023.374,11/30/23,77361,273,21707,22613,22813,906,1106,0.04,0.048,93.9,0.61,0.13,1235,0.64,16662,0.22,193056,--------,-------,13993,54249,0,21849,0.01,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,18621.6,0.23,273,39.2,71.5,0.44
2,6,40,B,0,40000,8,mh113023.375,11/30/23,77384,298,21679,22489,22665,810,985,0.036,0.043,96.2,0.65,0.12,1170,0.63,16288,0.24,178855,--------,-------,13862,54143,0,21802,0.01,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,18556.5,0.21,298,38.5,72.1,0.44
2,7,61.62333333,A,0,61623,8,mh11300b.001,11/30/23,77811,0,35044,53616,53455,18572,18411,0.346,0.344,190.5,0.3,0.56,375,0.34,2457,0.1,69119,--------,-------,1164,7765,0,36587,0.04,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,35039.8,1,0,0,859.3,0
2,7,61.62333333,A,0,61623,8,mh11300b.002,11/30/23,77835,12,30070,51125,56221,21055,26151,0.412,0.465,135.3,0.18,0.67,884,0.24,16382,0.08,60000,--------,-------,4991,9556,0,31663,0.05,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,31774.7,1.09,12,33.4,200.4,1.53
2,7,61.62333333,A,0,61623,8,mh11300b.003,11/30/23,77858,24,34160,51288,55879,17128,21718,0.334,0.389,118.1,0.11,0.56,1180,0.41,16371,0.03,60000,--------,-------,7668,9298,0,35324,0.03,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,31864.6,0.88,24,54.1,130.4,1.52
2,7,61.62333333,A,0,61623,8,mh11300b.004,11/30/23,77881,36,31505,42839,46270,11334,14765,0.265,0.319,107.3,0.17,0.48,1007,0.48,16294,0.04,60000,--------,-------,8692,10900,0,32222,0.02,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,28621.8,0.8,36,64.3,115.1,2.02
2,7,61.62333333,A,0,61623,8,mh11300b.005,11/30/23,77904,48,31609,41289,44222,9680,12613,0.234,0.285,104.8,0.2,0.44,995,0.52,15472,0.04,60000,--------,-------,8852,10873,0,32184,0.02,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,28037,0.73,48,76,113,2.13
2,7,61.62333333,A,0,61623,8,mh11300b.006,11/30/23,77927,73,31019,37292,39320,6274,8302,0.168,0.211,101.7,0.3,0.35,947,0.61,14349,0.04,60000,--------,-------,9448,11297,0,31384,0.01,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,27005.4,0.61,73,82.9,105.8,2.47
2,7,61.62333333,A,0,61623,8,mh11300b.007,11/30/23,77950,98,31018,35787,37363,4769,6344,0.133,0.17,104.2,0.37,0.33,947,0.64,13902,0.04,60000,--------,-------,9531,11351,0,31286,0.01,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,26932.2,0.54,98,88.2,104.9,2.61
2,7,61.62333333,A,0,61623,8,mh11300b.008,11/30/23,77974,123,31210,35353,36661,4143,5451,0.117,0.149,101.8,0.37,0.32,956,0.64,13161,0.04,60000,--------,-------,9049,10993,0,31448,0.01,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,27054.9,0.5,123,97.3,110.5,2.66
2,7,61.62333333,A,0,61623,8,mh11300b.009,11/30/23,77997,148,31524,35125,36241,3601,4716,0.103,0.13,106.5,0.4,0.31,985,0.65,12587,0.04,60000,--------,-------,8804,10983,0,31728,0.01,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,27292.1,0.46,148,102.5,113.6,2.68
2,7,61.62333333,A,0,61623,8,mh11300b.010,11/30/23,78020,173,31686,34945,35907,3259,4221,0.093,0.118,107.2,0.43,0.31,1040,0.64,12592,0.05,60000,--------,-------,8821,11317,0,31888,0.01,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,27334,0.43,173,109,113.4,2.7
2,7,61.62333333,A,0,61623,8,mh11300b.011,11/30/23,78043,198,31760,34820,35774,3060,4014,0.088,0.112,107.4,0.43,0.31,1049,0.63,12322,0.06,60000,--------,-------,8571,11559,0,31948,0.01,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,27292.1,0.41,198,117.5,116.7,2.71
2,7,61.62333333,A,0,61623,8,mh11300b.012,11/30/23,78066,223,31758,34633,35461,2876,3704,0.083,0.104,106.7,0.41,0.31,992,0.6,11207,0.09,60000,--------,-------,7695,12229,0,31940,0.01,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,27273.8,0.39,223,125.1,130,2.73
2,7,61.62333333,A,0,61623,8,mh11300b.013,11/30/23,78089,248,31727,34422,35229,2695,3503,0.078,0.099,106.8,0.43,0.32,1078,0.59,11624,0.09,60000,--------,-------,7882,12427,0,31903,0.01,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,27222.7,0.37,248,131.2,126.9,2.76
2,7,61.62333333,A,0,61623,8,mh11300b.014,11/30/23,78113,273,31839,34300,35014,2461,3175,0.072,0.091,109.6,0.47,0.3,1062,0.62,11850,0.08,60000,--------,-------,8337,12430,0,32000,0.01,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,27296.6,0.35,273,132.3,119.9,2.77
2,7,61.62333333,A,0,61623,8,mh11300b.015,11/30/23,78136,298,31746,34073,34732,2327,2985,0.068,0.086,107.7,0.46,0.29,985,0.62,11299,0.09,60000,--------,-------,8047,12580,0,31893,0,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,27117.5,0.33,298,137.4,124.3,2.79
2,7,61.62333333,B,0,61623,8,mh11300b.016,11/30/23,78178,0,19238,45222,47505,25983,28267,0.575,0.595,170.1,0.31,0.62,590,0.29,3218,0.09,68392,--------,-------,1427,7450,0,21226,0.09,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,21241.8,1,0,0,700.9,0
2,7,61.62333333,B,0,61623,8,mh11300b.017,11/30/23,78201,12,27236,46046,50624,18810,23388,0.409,0.462,131.5,0.14,0.67,956,0.24,14639,0.09,60000,--------,-------,4508,9576,0,28695,0.05,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,28284.8,1.06,12,17.8,221.8,-0.02
2,7,61.62333333,B,0,61623,8,mh11300b.018,11/30/23,78225,24,32956,47814,52312,14858,19356,0.311,0.37,111.4,0.09,0.52,1286,0.45,15694,0.03,60000,--------,-------,7925,9457,0,33890,0.03,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,30194.8,0.84,24,27.1,126.2,-0.05
2,7,61.62333333,B,0,61623,8,mh11300b.019,11/30/23,78248,36,29652,38977,42134,9324,12482,0.239,0.296,98.6,0.17,0.44,1082,0.53,15723,0.03,60000,--------,-------,9093,10835,0,30190,0.02,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,26549.4,0.75,36,31.3,110,0.16
2,7,61.62333333,B,0,61623,8,mh11300b.020,11/30/23,78271,48,29485,37267,39894,7783,10409,0.209,0.261,97.9,0.22,0.4,1017,0.56,15260,0.04,60000,--------,-------,9303,11209,0,29939,0.02,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,25939.4,0.69,48,36.5,107.5,0.21
2,7,61.62333333,B,0,61623,8,mh11300b.021,11/30/23,78294,73,29444,34300,36024,4855,6580,0.142,0.183,99.5,0.38,0.3,1010,0.65,15451,0.05,60000,--------,-------,10856,13101,0,29739,0.01,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,25392.7,0.55,73,37.6,92.1,0.32
2,7,61.62333333,B,0,61623,8,mh11300b.022,11/30/23,78317,98,29200,33063,34392,3863,5192,0.117,0.151,95.3,0.39,0.29,987,0.66,14398,0.05,60000,--------,-------,10307,12616,0,29439,0.01,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,25222.7,0.49,98,41.6,97,0.37
2,7,61.62333333,B,0,61623,8,mh11300b.023,11/30/23,78340,123,29451,32709,33792,3258,4341,0.1,0.128,97.7,0.41,0.28,977,0.67,13768,0.04,60000,--------,-------,9964,12213,0,29641,0.01,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,25408.8,0.45,123,44.6,100.4,0.38
2,7,61.62333333,B,0,61623,8,mh11300b.024,11/30/23,78364,148,29506,32465,33406,2959,3900,0.091,0.117,95.4,0.42,0.28,997,0.68,13314,0.05,60000,--------,-------,9737,12037,0,29690,0.01,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,25379.8,0.42,148,49.1,102.7,0.39
2,7,61.62333333,B,0,61623,8,mh11300b.025,11/30/23,78387,173,29758,32320,33105,2562,3348,0.079,0.101,103.9,0.47,0.25,964,0.69,12999,0.06,60000,--------,-------,9771,12603,0,29914,0.01,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,25513.2,0.38,173,49.9,102.3,0.4
2,7,61.62333333,B,0,61623,8,mh11300b.026,11/30/23,78410,198,29800,32249,32962,2448,3162,0.076,0.096,101,0.46,0.25,994,0.69,12592,0.06,60000,--------,-------,9468,12349,0,29944,0,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,25429.3,0.36,198,54.7,105.6,0.4
2,7,61.62333333,B,0,61623,8,mh11300b.027,11/30/23,78433,223,29750,32007,32702,2257,2952,0.071,0.09,101.1,0.48,0.24,965,0.67,12285,0.09,60000,--------,-------,9268,13875,0,29906,0.01,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,25253.2,0.33,223,57.2,107.9,0.41
2,7,61.62333333,B,0,61623,8,mh11300b.028,11/30/23,78456,248,29698,31855,32468,2157,2770,0.068,0.085,96.4,0.47,0.24,980,0.68,12158,0.08,60000,--------,-------,9222,13444,0,29836,0,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,25090.8,0.32,248,61.1,108.4,0.42
2,7,61.62333333,B,0,61623,8,mh11300b.029,11/30/23,78480,273,29909,31808,32298,1899,2389,0.06,0.074,104.3,0.52,0.21,1042,0.64,11702,0.15,60000,--------,-------,9109,16728,0,30063,0.01,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,25240.2,0.29,273,59.3,109.8,0.42
2,7,61.62333333,B,0,61623,8,mh11300b.030,11/30/23,78503,298,29551,31317,31756,1765,2205,0.056,0.069,105.8,0.55,0.2,1063,0.66,12802,0.14,77789,--------,-------,10071,19660,0,29714,0.01,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,24804.9,0.27,298,61.1,99.3,0.44
